kind,form,real,g_gt,et_mm,eR_deg,J_gt,J_star,dJ,iters,on_bound,wmean,keep,traj,order,scan,ndist,in_support,block,n
p2l,trim,0,3.2264015488139587e-06,0.0,0.0,,0.0,,2,0,0.8000192566917004,0.8000192566917004,v,2,2,0.8108385469442921,False,0,10386
p2p,ls,1,0.12319088990789816,154.34087367680067,4.5344489664779015,0.011312604558210109,0.002109801356705083,0.009202803201505025,40,0,1.0,,v,3,3,0.8046563810443762,False,0,10239
p2p,ls,0,1.7524123775498918e-05,7.921059680970115e-14,1.0007655552183405e-14,,1.8012967776559016e-31,,2,0,1.0,,v,3,3,0.8046563810443762,False,0,10239
p2p,huber,1,0.04472721969054695,152.81046399738318,3.767913233475331,0.0033225983834087418,0.00024837707850597926,0.0030742213049027626,40,0,0.8092113818530489,,v,3,3,0.8046563810443762,False,0,10239
p2p,huber,0,8.76206188774941e-06,7.921059680970115e-14,1.0007655552183405e-14,,1.8012967776559016e-31,,2,0,1.0,,v,3,3,0.8046563810443762,False,0,10239
p2p,trim,1,0.10431843714369557,152.7087431598215,4.1577629536952045,0.0077414691685147195,0.00010841830708275012,0.00763305086143197,40,0,0.799980466842465,0.799980466842465,v,3,3,0.8046563810443762,False,0,10239
p2p,trim,0,2.167808466271346e-05,7.17135608139879e-14,1.1606150103648016e-14,,1.1664218710810108e-31,,2,0,0.799980466842465,0.799980466842465,v,3,3,0.8046563810443762,False,0,10239
p2l,ls,1,0.11337101706031796,153.03665539437281,4.035279057542745,0.010227865429706332,0.0017736022712730097,0.008454263158433322,40,0,1.0,,v,3,3,0.8046563810443762,False,0,10239
p2l,ls,0,2.800414213362867e-06,0.0,0.0,,0.0,,2,0,1.0,,v,3,3,0.8046563810443762,False,0,10239
p2l,huber,1,0.04867244073169785,155.63207242758094,2.5308788582713437,0.0035785383915252532,0.00017888250594536422,0.003399655885579889,26,0,0.8640877901708258,,v,3,3,0.8046563810443762,False,0,10239
p2l,huber,0,1.4002071066814462e-06,0.0,0.0,,0.0,,2,0,1.0,,v,3,3,0.8046563810443762,False,0,10239
p2l,trim,1,0.09794413273534551,158.89824522612682,2.259200896263464,0.006914548506130848,4.381871217383907e-05,0.0068707297939570085,40,0,0.799980466842465,0.799980466842465,v,3,3,0.8046563810443762,False,0,10239
p2l,trim,0,3.426147621674634e-06,0.0,0.0,,0.0,,2,0,0.799980466842465,0.799980466842465,v,3,3,0.8046563810443762,False,0,10239
p2p,ls,1,0.1190795298103601,154.92785719942466,4.589947448033666,0.011154220374115661,0.0022717833252845327,0.008882437048831128,40,0,1.0,,v,4,4,0.7970657826246952,False,0,10061
p2p,ls,0,1.3554480626813508e-05,6.39734408315113e-14,9.844346644946376e-15,,7.671195816028803e-32,,2,0,1.0,,v,4,4,0.7970657826246952,False,0,10061
p2p,huber,1,0.04238472817280192,153.03170868244712,3.658695324392729,0.003308893982032259,0.000266272901840416,0.0030426210801918433,40,0,0.794323272740279,,v,4,4,0.7970657826246952,False,0,10061
p2p,huber,0,6.777240313406762e-06,6.39734408315113e-14,9.844346644946376e-15,,7.671195816028803e-32,,2,0,1.0,,v,4,4,0.7970657826246952,False,0,10061
p2p,trim,1,0.10262396459621774,152.12114637963734,4.317617358191369,0.007280503870961322,0.00012805956050524386,0.007152444310456078,40,0,0.8000198787396879,0.8000198787396879,v,4,4,0.7970657826246952,False,0,10061
p2p,trim,0,1.578494950775724e-05,3.2107032343353034e-14,6.6095818927607884e-15,,4.1518967920868367e-32,,2,0,0.8000198787396879,0.8000198787396879,v,4,4,0.7970657826246952,False,0,10061
p2l,ls,1,0.11409885275589395,153.90849199101598,4.015408675453444,0.010213872221163675,0.001962296355005872,0.008251575866157802,14,0,1.0,,v,4,4,0.7970657826246952,False,0,10061
p2l,ls,0,8.081724355765181e-06,0.0,0.0,,0.0,,2,0,1.0,,v,4,4,0.7970657826246952,False,0,10061
p2l,huber,1,0.05017622142242619,157.34228810182006,2.0911720451565614,0.003506617996492513,0.0001901453195452628,0.0033164726769472504,29,0,0.859246293834851,,v,4,4,0.7970657826246952,False,0,10061
p2l,huber,0,4.040862177882474e-06,0.0,0.0,,0.0,,2,0,1.0,,v,4,4,0.7970657826246952,False,0,10061
p2l,trim,1,0.09521378698881826,160.54467126528914,1.977949232096699,0.006554901366236924,4.5494110793966295e-05,0.006509407255442958,40,0,0.8000198787396879,0.8000198787396879,v,4,4,0.7970657826246952,False,0,10061
p2l,trim,0,6.589429402989432e-06,0.0,0.0,,0.0,,2,0,0.8000198787396879,0.8000198787396879,v,4,4,0.7970657826246952,False,0,10061
p2p,ls,1,0.10856578797133735,156.13075306185976,4.451373877321028,0.011005017428170715,0.0026507572646152144,0.008354260163555501,40,0,1.0,,v,5,5,0.7900480826892426,False,0,9592
p2p,ls,0,1.6105243235483623e-05,8.441974360667829e-14,6.543441019658269e-15,,1.7736457881232002e-31,,2,0,1.0,,v,5,5,0.7900480826892426,False,0,9592
p2p,huber,1,0.052063759301420855,154.6123373546075,2.9593624382302695,0.003604545134295094,0.00029074757873868116,0.0033137975555564128,40,0,0.784055785447999,,v,5,5,0.7900480826892426,False,0,9592
p2p,huber,0,8.052621617741996e-06,8.441974360667829e-14,6.543441019658269e-15,,1.7736457881232002e-31,,2,0,1.0,,v,5,5,0.7900480826892426,False,0,9592
p2p,trim,1,0.09316092745971176,154.50658334301394,3.5950737504229346,0.006422250174119744,0.00013080637475898127,0.006291443799360762,40,0,0.8000417014178482,0.8000417014178482,v,5,5,0.7900480826892426,False,0,9592
p2p,trim,0,1.8687441453693935e-05,1.0345993194971511e-13,1.2003774815497568e-14,,1.7843094908582437e-31,,2,0,0.8000417014178482,0.8000417014178482,v,5,5,0.7900480826892426,False,0,9592
p2l,ls,1,0.10461853419852579,155.8572722656805,4.2676868609425185,0.009951317084639021,0.002232849887615991,0.0077184671970230295,31,0,1.0,,v,5,5,0.7900480826892426,False,0,9592
p2l,ls,0,9.527451235562964e-06,0.0,0.0,,0.0,,2,0,1.0,,v,5,5,0.7900480826892426,False,0,9592
p2l,huber,1,0.05012908365388109,157.42687163709016,1.6254572787856574,0.0036082482378234195,0.00021387493310153188,0.0033943733047218875,25,0,0.8437058321111479,,v,5,5,0.7900480826892426,False,0,9592
p2l,huber,0,4.763725617781517e-06,0.0,0.0,,0.0,,2,0,1.0,,v,5,5,0.7900480826892426,False,0,9592
