scan,fold,eR_deg_Huber,eR_deg_PatchFullFit,eR_deg_PatchHuberOOF,eR_deg_PatchOOF,eR_deg_Raw,et_mm_Huber,et_mm_PatchFullFit,et_mm_PatchHuberOOF,et_mm_PatchOOF,et_mm_Raw,iters_Huber,iters_PatchFullFit,iters_PatchHuberOOF,iters_PatchOOF,iters_Raw,on_bound_Huber,on_bound_PatchFullFit,on_bound_PatchHuberOOF,on_bound_PatchOOF,on_bound_Raw,benefit_oof,benefit_fullfit,benefit_ph,rot_change_oof,oof_minus_fullfit_error
123,1,4.482104127200869,5.818246489943843,5.567577551886443,5.844346549577003,4.97934691451544,154.0236394261045,135.17431260242338,114.34993046244968,136.58505378603925,173.17186035793398,40.0,29.0,14.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,36.586806571894726,37.997547755510595,39.67370896365482,-0.8649996350615634,1.410741183615869
124,1,5.063797432554844,6.49472903258132,5.9552589131185,6.516940590307743,5.372625810235938,160.35695218730137,139.72214676178558,126.8336795213296,140.97010389550982,179.55956163217843,40.0,37.0,40.0,37.0,36.0,0.0,0.0,0.0,0.0,0.0,38.58945773666861,39.83741487039285,33.523272665971774,-1.144314780071805,1.2479571337242419
125,1,5.425254862025802,6.663135911425856,6.310105111872817,6.69310518318486,5.297967763182165,154.764879565075,131.38993363748898,119.62716420233151,132.5768508908752,171.70794254473446,40.0,40.0,40.0,40.0,28.0,0.0,0.0,0.0,0.0,0.0,39.13109165385927,40.318008907245485,35.13771536274349,-1.395137420002695,1.1869172533862127
126,1,4.268075903414993,5.749502293177535,5.506971279580869,5.727598942034785,4.633436460970543,145.1172579126868,120.6639831942623,110.99271778364782,121.73795109970304,157.97110075949666,40.0,40.0,38.0,38.0,27.0,0.0,0.0,0.0,0.0,0.0,36.233149659793625,37.307117565234364,34.12454012903898,-1.0941624810642416,1.073967905440739
127,1,4.306127673956462,5.626595591984976,5.314710244901548,5.572635097430544,5.15877230574688,153.11565862417,130.24097487989135,116.58523241257204,131.1475664031001,169.00418317221917,40.0,33.0,40.0,39.0,23.0,0.0,0.0,0.0,0.0,0.0,37.856616769119086,38.76320829232782,36.53042621159797,-0.41386279168366347,0.906591523208732
128,1,4.450046332701605,5.208789144748071,5.168231695366567,5.231817189817067,5.224223521507612,159.06446443272714,140.19255799519556,121.64700246822868,141.26592730279066,177.00262098992465,40.0,26.0,40.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,35.73669368713399,36.810062994729094,37.41746196449846,-0.007593668309455737,1.073369307595101
129,1,5.581847431188272,5.99184599119481,6.05674795104882,6.056358660901494,6.015444101125957,161.1570867820051,147.33599600944132,126.1916223502291,148.21424170523645,181.34428975992185,40.0,39.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,33.1300480546854,34.00829375048053,34.96546443177601,-0.04091455977553693,0.8782456957951297
130,1,4.035065658387611,4.963343374179429,5.381598614620904,4.994212434844004,4.216859226933673,147.00124343421362,135.9867625945082,115.44619076355062,136.8401464920668,170.11749482180932,40.0,27.0,40.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,33.27734832974252,34.13073222730111,31.555052670663002,-0.7773532079103305,0.8533838975585866
131,1,4.476413349188193,6.625411100754254,6.469508569122985,6.647348987938672,4.828190324177673,144.28456022609762,131.53415688322974,112.83920711839836,132.08684692500205,165.7954790920251,40.0,40.0,40.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,33.70863216702304,34.26132220879535,31.445353107699262,-1.8191586637609989,0.5526900417723084
132,1,5.123329403100132,7.008704360713645,6.350022084154818,7.035273844849276,5.519522960338501,139.88333230485557,125.1276618812012,103.82035588508502,125.6698420575648,157.67035484980153,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,32.000512792236734,32.54269296860032,36.06297641977055,-1.5157508845107746,0.542180176363587
133,1,3.67570047100325,5.733905797097426,4.661338536511146,5.766948081034359,4.611392793810133,138.45791371996805,124.72973386601102,98.67979399545678,125.04559833039744,155.9929060615343,40.0,40.0,40.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,30.947307731136874,31.263172195523296,39.77811972451127,-1.1555552872242263,0.31586446438642213
134,1,4.203060158855789,5.796791149987237,5.092519440487136,5.8431562805249735,5.100147107624256,144.8546922931333,128.8403860422288,102.93546293064529,129.55012792212824,166.86330740421408,40.0,37.0,40.0,35.0,29.0,0.0,0.0,0.0,0.0,0.0,37.31317948208584,38.02292136198528,41.91922936248801,-0.7430091729007176,0.7097418798994397
135,1,4.779772244749091,4.88966653031696,4.282387170249486,4.8752827211670775,5.482565181114687,150.818499694745,129.07589923335743,103.74204691348652,129.37836382784803,172.5600364430163,40.0,39.0,40.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,43.18167261516825,43.484137209658854,47.07645278125847,0.6072824599476094,0.30246459449060126
136,1,5.0042438906999855,4.552002033064963,3.507693992888029,4.5671386042590205,5.007369806393239,147.85535907957882,122.30413700416491,96.6700019514877,122.59824495719496,166.0177873164014,40.0,40.0,24.0,39.0,40.0,0.0,0.0,0.0,0.0,0.0,43.419542359206446,43.713650312236496,51.18535712809111,0.4402312021342185,0.2941079530300499
137,1,3.4796826021199765,3.411096478616535,3.009462896904753,3.302992050753103,3.1529516549448333,140.8387711466966,113.80433845210268,85.31143667478852,113.96239040288212,161.4078916359028,40.0,33.0,40.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,47.44550123302069,47.60355318380013,55.52733447190806,-0.1500403958082699,0.1580519507794378
138,1,4.470488630688403,4.545741492642773,3.9220555464350073,4.493902134492574,4.617044233601908,137.88147206389704,105.27643132457952,81.3411465865701,105.2956704325531,153.54050794159485,40.0,36.0,40.0,30.0,33.0,0.0,0.0,0.0,0.0,0.0,48.24483750904176,48.264076617015334,56.54032547732693,0.1231420991093346,0.019239107973575642
139,1,3.068875618327891,3.3477785997115563,2.787600687426352,3.3180383771314284,3.5384670340288022,136.04409424340045,100.59198575321244,74.79340768275674,100.26733369093688,150.8097917659292,40.0,30.0,40.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,50.54245807499231,50.21780601271675,61.250686560643715,0.2204286568973739,-0.3246520622755611
140,2,4.641760525666574,4.4743273530432885,4.143058388471027,4.503013313678331,5.042163121993831,145.23893105591017,114.28097444565114,86.98363952257225,114.36652014043644,163.55080020957504,40.0,30.0,40.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,49.18428006913861,49.269825763923905,58.255291533337925,0.5391498083155009,0.08554569478529572
141,2,4.179425640538692,4.120231548352234,3.640972047513808,4.101599527898516,4.59590813706215,147.99048535912033,117.04614001728262,93.18949476139696,117.46034304045511,167.325263815381,40.0,38.0,40.0,35.0,26.0,0.0,0.0,0.0,0.0,0.0,49.86492077492588,50.27912379809837,54.80099059772337,0.4943086091636335,0.41420302317249025
142,2,3.153595814147652,3.4281231020699687,3.3318906719087966,3.391696985127338,3.549922080933367,147.2571455803161,119.49468803373418,97.53475592375702,120.00482971212246,167.48296442893144,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,47.47813471680898,47.98827639519726,49.72238965655907,0.15822509580602917,0.5101416783882797
143,2,4.390015823021314,4.588563033171647,4.486313585730833,4.606735683711199,4.592022530624084,152.7791005412263,127.1410712669161,106.29647753039878,128.12274065844576,173.2980905011048,40.0,28.0,40.0,26.0,40.0,0.0,0.0,0.0,0.0,0.0,45.175349842659045,46.15701923418871,46.48262301082754,-0.01471315308711496,0.9816693915296639
144,2,3.715596340156112,4.371941331283029,3.799877252600474,4.394103226972901,4.101290965579896,145.5115321879103,114.78658793480868,99.17131869214924,115.44091788767533,160.92697247757445,40.0,31.0,40.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,45.486054589899126,46.14038454276577,46.34021349576105,-0.29281226139300554,0.6543299528666466
145,2,5.3313341450721,6.362864828765578,5.610862494118412,6.361321586278836,5.859121372106108,144.25133386733788,115.89502838270496,99.56792130558092,117.49857040716005,161.97352733197442,40.0,40.0,40.0,39.0,36.0,0.0,0.0,0.0,0.0,0.0,44.47495692481438,46.07849894926946,44.68341256175695,-0.5022002141727286,1.6035420244550807
146,2,4.9087699589995015,5.215249727793303,4.995643683080237,5.294744894660724,5.018791355436607,145.78261097621717,109.8031214010367,99.38200961829348,110.9217596637665,158.55648138854312,40.0,25.0,40.0,27.0,30.0,0.0,0.0,0.0,0.0,0.0,47.634721724776625,48.753359987506414,46.40060135792369,-0.27595353922411725,1.1186382627297888
147,2,5.061203179633785,5.581768274902871,5.317687813589028,5.643589468296876,5.7006387081364895,152.4870776543273,121.62023601558454,104.60249224159992,122.97425279831866,169.25049803969063,40.0,24.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,46.27624524137197,47.63026202410609,47.884585412727375,0.057049239839613186,1.3540167827341207
148,2,4.775663927048965,5.652012246949585,5.016327729914267,5.680372684282731,5.416161330478364,151.98060497713118,123.97231047734508,105.75032203404363,125.18927250171708,171.0491960099045,40.0,33.0,40.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,45.85992350818742,47.07688553255943,46.230282943087545,-0.26421135380436755,1.216962024372009
149,2,4.505895617955847,4.374561149399911,4.383872674271061,4.389837575348755,4.944217138038342,153.75555298372393,126.9896863763319,110.19356727817738,128.4090473939376,174.76772426031093,40.0,29.0,40.0,30.0,34.0,0.0,0.0,0.0,0.0,0.0,46.358676866373315,47.778037883979025,43.56198570554655,0.5543795626895864,1.4193610176057092
150,2,5.694800289043263,5.701190325907317,5.6804290565973785,5.821047869804701,5.7263214463370025,151.1186024708177,126.44412018681868,109.84760422947984,128.24456025714017,171.943414156315,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,43.69885389917482,45.49929396949631,41.270998241337864,-0.09472642346769877,1.8004400703214856
151,2,4.441965157792323,5.025600012892984,4.721376019199056,5.023885171999469,4.4808738541680935,143.31451211053474,121.31253958940196,103.22451268005108,122.9886919772119,164.07611949653568,40.0,27.0,40.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,41.08742751932378,42.76357990713372,40.08999943048366,-0.5430113178313754,1.6761523878099354
152,2,3.5150972247535077,4.897311538616736,4.21912366176898,4.848014907804669,3.988237839953914,136.99857612418327,113.5888721386402,94.10737725079174,114.87497208969909,153.70343685454984,40.0,30.0,40.0,32.0,40.0,0.0,0.0,0.0,0.0,0.0,38.82846476485075,40.11456471590964,42.89119887339153,-0.859777067850755,1.2860999510588869
153,2,4.376603767377119,5.684676038726652,4.968176817599019,5.681417547338257,5.046853040334088,143.0192735523717,116.30676399070316,96.63135340260624,117.52836574577626,158.42411654808822,40.0,30.0,40.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,40.895750802311966,42.11735255738506,46.38792014976545,-0.6345645070041694,1.2216017550730953
154,2,3.5853893976149926,4.91340755773702,4.46702799530149,4.9079092609203645,3.992771195439124,143.653252634475,114.30076588034356,93.933104033841,115.553462367681,157.00417428069878,40.0,32.0,34.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,41.45071191301777,42.703408400355215,49.72014860063399,-0.9151380654812407,1.2526964873374453
155,2,4.68847765575352,5.744222766100302,5.118577960907303,5.779155498194459,5.260933081487629,150.14923521473932,122.86284735130752,100.82657370177668,124.22544985238017,167.53618671274089,40.0,38.0,40.0,37.0,27.0,0.0,0.0,0.0,0.0,0.0,43.31073686036072,44.673339361433364,49.32266151296264,-0.5182224167068306,1.3626025010726437
156,2,3.5382429975919747,4.3292153682762855,4.334953715958358,4.37490572166982,3.9983519782016574,148.9212693332442,123.63434041915492,101.73369619041296,124.94310920079148,166.73285885576394,40.0,29.0,40.0,35.0,33.0,0.0,0.0,0.0,0.0,0.0,41.789749654972454,43.09851843660901,47.18757314283124,-0.3765537434681625,1.3087687816365587
157,2,4.549174908131821,5.379228449826556,5.552494986403272,5.419314052051041,4.629649706626047,150.0269784505687,127.00207826129184,104.75874435863716,128.28307053347638,169.2620621372592,40.0,29.0,40.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,40.978991603782816,42.25998387596735,45.26823409193153,-0.7896643454249936,1.280992272184534
158,2,3.786554447551581,5.089107947512965,5.071669706292344,5.14521744164941,3.8578775818130047,144.60033148658096,124.24617202562386,101.45350503209036,125.54100315133655,163.70390341946205,40.0,38.0,40.0,38.0,40.0,0.0,0.0,0.0,0.0,0.0,38.1629002681255,39.45773139383819,43.14682645449059,-1.2873398598364054,1.2948311257126903
159,2,4.607326215290013,6.241417366119818,5.646906747389353,6.303705355576531,5.06143727872759,144.21705131270008,127.56359007315191,106.12597835656544,128.84376435471628,163.90606551228535,40.0,32.0,34.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,35.06230115756907,36.34247543913344,38.09107295613464,-1.2422680768489407,1.2801742815643706
160,2,3.8632417259675016,5.850321768440882,5.394673306784224,5.920180591203756,4.713466895499295,143.54131117240814,123.58549807939286,106.2606644034418,125.61806397335695,162.39453725152765,40.0,29.0,25.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,36.7764732781707,38.80903917213479,37.28064676896635,-1.2067136957044617,2.0325658939640903
161,2,5.126653307817679,6.980715730268034,5.92099791030584,7.039763894329175,5.977127250548304,150.60577669810226,130.94358178900282,110.67065167614912,132.369151619993,170.18456764944426,40.0,40.0,17.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,37.81541602945126,39.24098586044144,39.93512502195314,-1.0626366437808707,1.4255698309901845
162,2,4.1925271507204265,6.069856041842434,5.217713739736372,6.046594087994895,5.005268122207851,150.67898556392444,129.0570573245797,111.0607147604382,130.8672477247011,168.83916811492188,40.0,32.0,40.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,37.97192039022079,39.78211079034219,39.61827080348624,-1.0413259657870437,1.8101904001213995
163,2,5.6595182845797645,6.989347407188656,6.52143767498595,6.975467320764647,6.192127734834441,159.9672272628906,137.7613199104147,124.13516514282216,139.54394839255826,178.4287862168472,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,38.88483782428892,40.66746630643249,35.83206212006843,-0.7833395859302064,1.782628482143565
164,2,4.297910266419836,5.265556927196816,4.963239489566254,5.250804687540462,4.249806213287386,155.29028176332716,129.57311886063127,118.44704232981032,131.09316128069676,173.70077073374077,40.0,32.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,42.607609453044006,44.1276518731095,36.84323943351684,-1.000998474253076,1.5200424200654936
165,2,5.300653854732121,6.290741331986733,6.104838133867584,6.259749289287784,5.451534023696894,150.04022782364862,125.23470850556215,113.17780112123752,126.83349879302472,165.22863611562423,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,38.39513732259951,39.99392761006207,36.8624267024111,-0.8082152655908903,1.5987902874625632
166,2,2.728121397487499,3.795107920629401,3.760787057810429,3.795169194217416,3.30494984817665,146.6889082687036,122.02120849175994,108.99511178347176,123.03575287656253,159.5265427591356,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,36.49078988257307,37.50533426737566,37.69379648523186,-0.490219346040766,1.0145443848025906
167,2,3.763506339779757,4.364340047419373,4.134771003387721,4.330564822458739,4.551717837505902,156.1077106799426,130.4623744706648,117.4983295334351,131.74088879223677,170.50493138468735,40.0,34.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,38.76404259245058,40.042556914022555,38.609381146507516,0.22115301504716278,1.2785143215719756
168,2,4.32881980675679,5.161815983633346,4.726951614238713,5.035599574938792,5.275221619309131,159.73723819514373,138.0629156445311,122.2744843824989,139.97232213671106,177.1353425062904,40.0,28.0,40.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,37.16302036957936,39.07242686175931,37.462753812644834,0.23962204437033918,1.9094064921799543
169,2,5.725604636589529,5.647857198188334,5.88987300999204,5.634601323307923,6.085394730465948,163.81148081736575,144.74494141700853,126.5462029419462,145.75958009549464,181.9985815272385,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,36.23900143174387,37.25364011022998,37.26527787541954,0.4507934071580255,1.014638678486108
170,2,4.33506918772437,4.915664708409275,5.284872060236032,4.803386219131465,4.732444772235647,155.36604772090567,140.88356267696932,120.44469748208611,141.5646999522332,175.94615225493322,40.0,29.0,40.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,34.38145230270001,35.062589577963905,34.92135023881956,-0.0709414468958176,0.6811372752638931
171,2,3.4221278372717947,5.267450258461617,5.064365416893922,5.179484864793439,3.772763014205753,146.2881433889572,132.1746966320138,112.14870745526764,133.02348160299923,167.9244982974671,40.0,40.0,40.0,38.0,34.0,0.0,0.0,0.0,0.0,0.0,34.90101669446787,35.749801665453305,34.139435933689555,-1.4067218505876862,0.8487849709854345
172,2,4.944177456161832,7.067114875981134,6.401655198177004,6.961276544101973,5.262559465612076,143.78506937334217,129.94616163173683,109.93377332143064,130.34756064393483,163.79764854702017,40.0,40.0,40.0,40.0,31.0,0.0,0.0,0.0,0.0,0.0,33.45008790308535,33.851486915283346,33.85129605191153,-1.6987170784898966,0.4013990121979987
173,2,4.026192157281027,5.302993761676103,4.545089709797905,5.250418180139596,4.65190744384812,139.75663201927813,126.54791129065028,102.59595297260311,126.6675075198627,158.0890801854044,40.0,40.0,40.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,31.421572665541717,31.541168894754136,37.160679046675014,-0.5985107362914768,0.1195962292124193
174,2,3.427910898796577,4.909439141550411,4.258898776146633,4.819694555024949,4.282883460307769,145.47562790102694,128.36419644831113,103.14260462358924,128.49577771674836,165.8425097662203,40.0,24.0,40.0,24.0,40.0,0.0,0.0,0.0,0.0,0.0,37.34673204947194,37.47831331790917,42.333023277437704,-0.53681109471718,0.1315812684372304
175,2,4.9911876335827,5.794579278768219,4.989257769500532,5.687525800910575,6.07021821881762,153.15484827399558,133.94169002407088,108.5372174152303,134.13492148664594,175.25620017956,40.0,34.0,40.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,41.121278692914075,41.31451015548913,44.61763085876528,0.38269241790704456,0.1932314625750564
176,2,4.449641115975592,3.5316154229299395,2.920174846945549,3.5033781342931385,4.933213786107519,154.120354292475,126.68978445354098,102.84137142909294,126.43167538159378,171.18548708368002,40.0,40.0,40.0,32.0,30.0,0.0,0.0,0.0,0.0,0.0,44.75381170208624,44.495702630139036,51.27898286338207,1.4298356518143804,-0.258109071947203
177,2,3.4398075711634464,3.267208837851605,2.383849661771332,3.1837243573589618,3.553502274617048,147.91033122557025,121.39047252172978,93.26090031767644,121.45249278778782,164.58726881420571,40.0,33.0,40.0,37.0,29.0,0.0,0.0,0.0,0.0,0.0,43.134776026417896,43.19679629247594,54.6494309078938,0.3697779172580864,0.062020266058041784
178,2,3.220986370843561,2.973899160263648,2.72773273026155,2.920371784218442,3.1996670431407974,144.6515210007423,111.97413002498936,86.58093490612248,111.75167367375894,162.04456683290886,40.0,40.0,36.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,50.29289315914991,50.07043680791949,58.07058609461981,0.2792952589223554,-0.22245635123042007
179,2,3.382445159298915,3.5521527723099213,3.233645448575951,3.474073410877679,3.338475496205311,138.36975251684424,102.92261488245887,79.60389254244201,103.12802061308356,154.74439026767334,40.0,34.0,40.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,51.616369654589775,51.821775385214465,58.76585997440223,-0.13559791467236826,0.20540573062469036
180,2,2.919353131180031,3.170122711997154,2.7528513055878343,3.131651631261237,3.18622913177515,136.52688461646642,100.1257157226694,74.32115635261968,99.72438837684848,150.30226804290396,40.0,36.0,40.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,50.57787966605548,50.17655232023456,62.20572826384674,0.05457750051391308,-0.401327345820917
181,2,2.932740444149493,2.945685415947529,2.592130868507834,2.9347816339349944,3.3280508009656384,139.62682510715177,104.52636581892808,79.25484705100341,104.39615842766212,155.293337532281,39.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.89717910461887,50.7669717133529,60.371978056148365,0.3932691670306441,-0.13020739126596936
182,2,3.018860816347248,3.3675110583339083,2.621914581233029,3.2966698623983235,3.857759547284926,143.64846791314585,110.57234744167748,85.62330514110752,111.02250922542316,161.47999343673138,40.0,34.0,40.0,38.0,39.0,0.0,0.0,0.0,0.0,0.0,50.45748421130821,50.9076459950539,58.02516277203833,0.5610896848866025,0.45016178374568483
183,2,3.12367587847573,3.251506402157356,2.82327607649933,3.239289799773762,3.7052166667719058,147.758728829502,113.2942760272293,90.4822953697324,113.81249988672114,165.14152504063048,40.0,39.0,40.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,51.32902515390934,51.84724901340118,57.27643345976959,0.46592686699814356,0.5182238594918402
184,2,3.196755207358443,2.790128350356078,2.923957373779445,2.802227411003445,3.551736991313234,150.6624654473581,119.49028063839224,99.0766431565452,120.27945973566788,169.6179632746749,40.0,40.0,31.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,49.33850353900702,50.12768263628267,51.5858222908129,0.7495095803097893,0.7891790972756496
185,2,3.1366065116340187,3.0926401161634867,2.8815471142530846,3.0806509156829915,3.381508147206927,149.6945046707028,117.78267412474182,99.59647838904404,118.80537900395618,166.87569209280224,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,48.07031308884606,49.09301796806042,50.09802628165876,0.3008572315239353,1.0227048792143592
186,2,2.976927023636037,3.821019625191991,3.042714807357642,3.759511480073112,3.3337696746655023,143.65928315051062,110.44628176597226,94.88546392103966,111.22248885096228,159.37933167305215,40.0,40.0,39.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,48.15684282208987,48.93304990707989,48.77381922947096,-0.42574180540760986,0.7762070849900198
187,2,3.1981525210248765,4.084986181107969,3.174631843342512,4.06965085270055,3.7680118201046016,137.49913678731224,106.05650269045452,91.111830877844,106.90752667440384,153.78881402244926,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,46.88128734804542,47.73231133199474,46.38730590946824,-0.3016390325959488,0.8510239839493181
188,2,3.2405835586927805,3.800020060204363,3.174528276543352,3.840333837362056,3.788285791915728,142.70990871574963,105.08054603842098,92.03610851757831,106.21631405731046,155.79287544213216,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,49.5765613848217,50.71232940371118,50.67380019817132,-0.05204804544632813,1.135768018889479
189,2,4.087523121042654,4.437767363629319,4.25823592197182,4.419740406979489,4.527416631240688,149.89684244905297,112.65998044810225,98.08207763089112,113.983700736076,163.7602049006367,40.0,26.0,40.0,29.0,34.0,0.0,0.0,0.0,0.0,0.0,49.77650416456069,51.10022445253445,51.81476481816185,0.1076762242611986,1.3237202879737566
190,2,4.736551161326254,5.160009965825704,4.693210000701559,5.210395865151071,5.200602600596629,150.49738354233057,118.95246649866483,101.12448401857856,120.39973090353838,168.0038120529935,40.0,30.0,40.0,30.0,39.0,0.0,0.0,0.0,0.0,0.0,47.604081149455126,49.05134555432868,49.37289952375201,-0.009793264554441627,1.4472644048735503
191,2,4.917673914803459,5.302693630866647,4.643223528227498,5.274910744134447,5.403636880975947,156.46757728781327,127.52775494865062,107.01419389535047,128.6004680352686,174.36388003897343,40.0,40.0,40.0,39.0,31.0,0.0,0.0,0.0,0.0,0.0,45.76341200370484,46.83612509032281,49.4533833924628,0.12872613684150025,1.0727130866179664
192,2,4.476406239980532,4.225220801520001,4.3159947321543495,4.2311496438897205,4.706773440745694,148.44784742132907,121.50419386046838,105.79634181570805,123.18213135981752,169.67118740209332,40.0,26.0,40.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,46.489056042275806,48.16699354162495,42.651505605621026,0.4756237968559738,1.6779374993491416
193,2,3.81507503946734,3.856897049771669,4.158872387384294,3.887750862073181,4.074930346225337,144.35343992093232,118.99784791092038,101.83541760391928,120.4824602701089,164.25550575097438,40.0,33.0,40.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,43.77304548086548,45.257657840053994,42.518022317013035,0.18717948415215568,1.4846123591885174
194,2,3.377205258268116,4.651971521179682,4.159842257588066,4.653678264412655,3.712718536605582,138.56380601192197,110.27033512694946,95.36463357850526,111.57004562442296,153.59695335352347,40.0,31.0,40.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,42.026907729100515,43.32661822657401,43.199172433416706,-0.9409597278070727,1.299710497473498
195,2,2.748505020954879,4.0655122382018565,3.6673570309805705,4.035156865777624,3.2611245951947665,136.39988795760294,108.91215699075389,90.206550401939,110.06377591901013,151.96956508436267,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,41.905789165352545,43.057408093608785,46.193337555663945,-0.7740322705828571,1.1516189282562408
196,2,4.462847888068656,5.845418964178847,5.238686973068016,5.796760501072118,5.110183601269392,145.2643312597603,114.57913174279976,97.24202620377496,116.00822444508698,159.6882038736639,40.0,39.0,40.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,43.679979428576914,45.109072130864135,48.02230505598534,-0.6865768998027262,1.429092702287221
197,2,4.297158243090679,5.191878901028776,4.707631307849932,5.146183371942737,4.754803673489927,147.73788529825774,117.35544080921927,97.89850941243088,118.47695208244753,162.18231189316606,40.0,40.0,40.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,43.705359810718534,44.826871083946784,49.839375885826854,-0.39137969845280995,1.1215112732282506
198,2,4.201380244015467,5.020684276150711,4.559584135527802,5.013197776424733,4.809237143896555,148.89218795717866,121.32378048114708,100.53232516598946,122.42672111055673,166.17138289563334,40.0,33.0,40.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0,43.744661785076616,44.84760241448626,48.3598627911892,-0.20396063252817864,1.1029406294096447
199,2,3.599210430115521,3.956363651892163,4.262290226761465,4.002472777655142,3.951488748644535,148.04684093048314,120.96059737284448,101.64326819659792,122.13243333566624,165.1997416941915,40.0,34.0,40.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,43.06730835852525,44.23914432134701,46.40357273388523,-0.050984029010606946,1.1718359628217598
200,2,3.1387967093122064,4.115532571501384,4.251689982842865,4.082084401540083,3.3122766122090925,148.22968668594535,121.325282038329,103.31801119780464,122.62748127279052,164.63944003923132,40.0,33.0,40.0,38.0,40.0,0.0,0.0,0.0,0.0,0.0,42.0119587664408,43.314158000902324,44.911675488140716,-0.7698077893309905,1.3021992344615256
201,2,4.831049537437494,5.896123143297971,5.913046416371103,5.883940378551477,4.903068597539608,149.21199151676254,124.16619870706708,105.41993957911136,125.51329886628376,165.9899953718237,40.0,35.0,40.0,33.0,32.0,0.0,0.0,0.0,0.0,0.0,40.47669650553995,41.82379666475663,43.79205193765118,-0.980871781011869,1.34710015921668
202,2,4.150268129133724,6.182312208834393,5.699830445199808,6.157710752676377,4.624771531561681,143.31495199593354,120.82298953648588,103.2728033809107,122.0270295836012,160.18447415064122,40.0,40.0,40.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,38.15744456704002,39.361484614155344,40.04214861502284,-1.5329392211146962,1.2040400471153276
203,2,3.883972526980128,5.864984451770023,5.505733960495556,6.011119492543556,4.821416449356303,145.8314636033175,127.06894704945412,109.1958286200999,128.39403357173114,165.34354962842204,40.0,36.0,40.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,36.9495160566909,38.274602578967915,36.6356349832176,-1.1897030431872526,1.3250865222770187
204,2,3.752936250354096,5.65113720993093,5.313028888944792,5.7159603311769525,4.522310246747384,145.20140481890297,124.06618470756403,107.94043137949777,125.57450504742194,162.70173144446414,40.0,29.0,40.0,26.0,40.0,0.0,0.0,0.0,0.0,0.0,37.12722639704221,38.63554673690011,37.260973439405205,-1.193650084429568,1.508320339857903
